"dx=0.05 over [-20,20]"
max N: 10000
ln N,ln sigma 1,ln sigma 2,ln sigma 3
7.74500280352,-3.9295083145,-3.51473654654,-3.894738306
7.74543561027,-3.92994082495,-3.51512081237,-3.89503775717
7.74586822979,-3.92998981926,-3.51554041248,-3.89527253388
7.74630066223,-3.93042223211,-3.51594443958,-3.89506697195
7.74673290775,-3.93084797215,-3.51633493698,-3.89548445911
7.74716496652,-3.92985675332,-3.51670956339,-3.89584811246
7.74759683869,-3.9299975975,-3.5171387185,-3.89611536479
7.74802852443,-3.93042928305,-3.51756935895,-3.89629827172
7.7484600239,-3.93085622204,-3.51797780212,-3.89670896705
7.74889133726,-3.93128753165,-3.51831216349,-3.89713979044
7.74932246466,-3.93159571726,-3.51867960141,-3.89751466615
7.74975340627,-3.93190325106,-3.51908232009,-3.89794466741
7.75018416226,-3.93226856585,-3.51941564847,-3.89837236582
7.75061473277,-3.9325959534,-3.51984565269,-3.89876801331
7.75104511797,-3.93293657256,-3.52024910092,-3.89916447226
7.75147531802,-3.93335058437,-3.52057890806,-3.89959456827
7.75190533308,-3.93377684207,-3.52082193113,-3.89997576647
7.7523351633,-3.93419501303,-3.52121070727,-3.90039575991
7.75276480885,-3.93462019302,-3.52155937309,-3.90082450648
7.75319426988,-3.93465817545,-3.52193027896,-3.90117123498
7.75362354656,-3.93497547257,-3.52235955305,-3.90092782434
7.75405263904,-3.93540436873,-3.52269626035,-3.90135655704
7.75448154747,-3.93498966985,-3.52283832291,-3.90129646558
7.75491027202,-3.93540367314,-3.52322778914,-3.90163964866
7.75533881285,-3.93583178586,-3.52360464305,-3.90196035629
7.7557671701,-3.93625859818,-3.52394707819,-3.90238214935
7.75619534395,-3.93664195334,-3.52428261904,-3.90265671136
7.75662333454,-3.93682122903,-3.52467243015,-3.9029262141
7.75705114203,-3.93723871817,-3.52503665943,-3.90334394212
7.75747876658,-3.93706739152,-3.52541344667,-3.90373809439
7.75790620835,-3.93737119272,-3.5254841096,-3.90414243609
7.75833346749,-3.93769999773,-3.52583503348,-3.90447571882
7.75876054416,-3.93810977509,-3.52604446283,-3.90483098605
7.75918743851,-3.93853542837,-3.52646680547,-3.9052344385
7.7596141507,-3.93890756228,-3.52674537961,-3.90559052164
7.76004068088,-3.9388357701,-3.52716888248,-3.90547880807
7.76046702921,-3.93887658533,-3.52758314678,-3.90549632899
7.76089319585,-3.93877099663,-3.52791633834,-3.90591917282
7.76131918095,-3.93919461584,-3.52828265125,-3.90624340739
7.76174498466,-3.93960637954,-3.52858492251,-3.90412939815
7.76217060714,-3.94003094235,-3.52893079066,-3.90453387279
7.76259604854,-3.94044555622,-3.52733409997,-3.9045000682
7.76302130902,-3.94013868731,-3.5276639667,-3.90491796418
7.76344638873,-3.9404996912,-3.52808879296,-3.90491609656
7.76387128782,-3.94091275011,-3.52848707735,-3.90499699292
7.76429600645,-3.94117223871,-3.52881552245,-3.90541934723
7.76472054477,-3.94159245475,-3.52923520022,-3.9058027244
7.76514490294,-3.941988906,-3.52959349913,-3.90622696345
7.7655690811,-3.94227073489,-3.5300173201,-3.90657415171
7.76599307941,-3.94262580417,-3.53043186945,-3.90699778046
7.76641689802,-3.94280080707,-3.52705395943,-3.90708224383
7.76684053709,-3.94322329798,-3.52744412267,-3.90738065245
7.76726399676,-3.94364328464,-3.52776810732,-3.90780411113
7.76768727719,-3.94405238276,-3.52818840571,-3.90791486655
7.76811037853,-3.94446875194,-3.52859968683,-3.90813531274
7.76853330093,-3.94454704528,-3.52901813288,-3.90807496273
7.76895604454,-3.94496912921,-3.5294082457,-3.90841937781
7.76937860951,-3.94538684177,-3.52983073212,-3.90877130569
7.769800996,-3.94559029292,-3.53015387602,-3.90919365578
7.77022320416,-3.94598179627,-3.53057489624,-3.90953857316
7.77064523413,-3.94634900643,-3.53095693327,-3.90993744953
7.77106708607,-3.94673526446,-3.5312794144,-3.91035930023
7.77148876012,-3.94703637956,-3.53107011658,-3.9107209512
7.77191025644,-3.94740348142,-3.53140062263,-3.91114243383
7.77233157517,-3.94774017218,-3.53173394105,-3.91151563919
7.77275271647,-3.94816051044,-3.53215020338,-3.91193541553
7.77317368048,-3.94856579549,-3.53251143101,-3.91229785269
7.77359446736,-3.94898043935,-3.53288273461,-3.91271108036
7.77401507725,-3.94940022788,-3.53329545398,-3.91312308526
7.7744355103,-3.94978726617,-3.53363107142,-3.91354332523
7.77485576667,-3.95003590722,-3.53403412772,-3.91316915468
7.77527584649,-3.9504363642,-3.53312765229,-3.91261667989
7.77569574992,-3.95084367768,-3.53351775861,-3.91297205035
7.7761154771,-3.95111357323,-3.53386722546,-3.91302783355
7.77653502819,-3.95137343852,-3.5341877705,-3.91344738162
7.77695440332,-3.95179045966,-3.5345368276,-3.91386266881
7.77737360266,-3.95183092083,-3.53494182955,-3.9141287598
7.77779262634,-3.95222209436,-3.5352200227,-3.91365548121
7.77821147451,-3.95263281314,-3.53558417208,-3.9139745901
7.77863014733,-3.95297766279,-3.53596747232,-3.91438509371
7.77904864493,-3.95333037846,-3.53630258668,-3.9147585778
7.77946696746,-3.95358405177,-3.53671692515,-3.91455092025
7.77988511507,-3.95397045895,-3.53712632069,-3.91405458635
7.78030308791,-3.95413425986,-3.53751526599,-3.91444472079
7.78072088612,-3.95449065423,-3.53792797568,-3.914802472
7.78113850985,-3.95490557666,-3.53830914581,-3.91519948146
7.78155595924,-3.95513519588,-3.53868464627,-3.91561544065
7.78197323443,-3.95519904468,-3.53907180451,-3.91587483968
7.78239033559,-3.95534851985,-3.53933788955,-3.91613540883
7.78280726284,-3.95576544646,-3.53966021373,-3.91655146323
7.78322401634,-3.95610563059,-3.54005486268,-3.91673598567
7.78364059622,-3.95652202303,-3.54037270389,-3.91715256254
7.78405700264,-3.95693119343,-3.54074065229,-3.91749027932
7.78447323574,-3.95696431495,-3.5411067859,-3.91775294257
7.78488929566,-3.95706530949,-3.54111192831,-3.91816304534
7.78530518254,-3.95747892618,-3.54152760117,-3.91849814881
7.78572089653,-3.95728991622,-3.54189140999,-3.91891317967
7.78613643778,-3.9577005812,-3.54229312733,-3.91931055474
7.78655180643,-3.95811533421,-3.54261862831,-3.91972573234
7.78696700261,-3.95847409871,-3.54298053526,-3.92013515208
7.78738202648,-3.9587964377,-3.54332136778,-3.92047332969
7.78779687818,-3.95916371643,-3.54373209673,-3.92088143431
7.78821155785,-3.95952629475,-3.54414668526,-3.9212826129
7.78862606563,-3.95994018481,-3.54448680988,-3.92167188292
7.78904040166,-3.96032945985,-3.54481444749,-3.92208613676
7.78945456609,-3.96071697367,-3.54516189787,-3.92245562687
7.78986855905,-3.96103197229,-3.54549942466,-3.92283687578
7.7902823807,-3.96096982572,-3.54587258062,-3.92318139374
7.79069603117,-3.95974538286,-3.54618923232,-3.92359500203
7.79110951061,-3.96006313443,-3.54656632363,-3.92399385689
7.79152281915,-3.96047643929,-3.54690254902,-3.92397511471
7.79193595694,-3.96078943978,-3.54730850601,-3.92398153918
7.79234892411,-3.96115970976,-3.54766957341,-3.92435085336
7.79276172082,-3.96122959293,-3.54799222253,-3.92474966039
7.79317434719,-3.96066218888,-3.54830256813,-3.92510132336
7.79358680337,-3.96107320398,-3.54871280393,-3.92529623972
7.7939990895,-3.96103800906,-3.5491135991,-3.92570449804
7.79441120573,-3.96140105653,-3.54947419594,-3.92611243164
7.79482315218,-3.96168777444,-3.54979065042,-3.9265243386
7.795234929,-3.96209954485,-3.55015193828,-3.92684152247
7.79564653633,-3.96242035132,-3.55054850028,-3.92702993116
7.79605797432,-3.96282817142,-3.54678387954,-3.92740101375
7.79646924309,-3.96323749084,-3.54711988754,-3.92780957828
7.79688034278,-3.96335948571,-3.5474525907,-3.9282195623
7.79729127355,-3.96321713701,-3.54777840605,-3.92862755488
7.79770203552,-3.96362151727,-3.54811851453,-3.92902951035
7.79811262883,-3.96401472956,-3.54849824247,-3.92939005533
7.79852305363,-3.96389051976,-3.548907841,-3.92980015016
7.79893331004,-3.96429851634,-3.54874374807,-3.92989553268
7.79934339822,-3.963430711,-3.54912307532,-3.93025237211
7.79975331829,-3.96384006015,-3.54952839597,-3.93053968594
7.80016307039,-3.96424267782,-3.54985374719,-3.93094906164
7.80057265467,-3.96456879993,-3.55023427778,-3.9313480917
7.80098207126,-3.96493655641,-3.55048108164,-3.931189089
7.80139132029,-3.96534400866,-3.55070185479,-3.93139692735
7.80180040191,-3.96575088818,-3.55109074914,-3.93179806504
7.80220931625,-3.96590570451,-3.55141036784,-3.93220102842
7.80261806344,-3.96631424268,-3.55177680609,-3.93259555881
7.80302664363,-3.96584239542,-3.55217253765,-3.93291946165
7.80343505695,-3.96622452867,-3.55255931023,-3.93324130334
7.80384330354,-3.95966101216,-3.55294608807,-3.93364763655
7.80425138353,-3.95998696502,-3.55330470998,-3.93400387579
7.80465929706,-3.96038771348,-3.55366578564,-3.93438207219
7.80506704426,-3.96078979787,-3.55405238208,-3.93475519292
7.80547462527,-3.96082497172,-3.55437622087,-3.93489368765
7.80588204023,-3.961087428,-3.55475058066,-3.93529746092
7.80628928927,-3.96148056017,-3.55508155049,-3.93567647254
7.80669637252,-3.9618875994,-3.55548138504,-3.93604427812
7.80710329013,-3.96228553706,-3.5557925485,-3.93645117443
7.80751004222,-3.96269091926,-3.5535502181,-3.9367882444
7.80791662893,-3.96300191228,-3.55389170691,-3.93719398289
7.80832305039,-3.96340815203,-3.55426132152,-3.93743317021
7.80872930674,-3.96269365525,-3.55202457403,-3.93773714268
7.80913539812,-3.95973441081,-3.55238826703,-3.93810820107
7.80954132465,-3.96014033723,-3.55276538373,-3.93845899789
7.80994708648,-3.96054561142,-3.55314675117,-3.93880227764
7.81035268372,-3.96071339707,-3.55355231602,-3.9385270596
7.81075811653,-3.96111876053,-3.55363784143,-3.93789909321
7.81116338503,-3.96151595421,-3.55400921554,-3.93829509726
7.81156848935,-3.96189473921,-3.55435046488,-3.93870016434
7.81197342962,-3.96223084675,-3.55466971995,-3.93910478096
7.81237820599,-3.96263508564,-3.55485697694,-3.93825384432
7.81278281858,-3.96303751146,-3.55519921779,-3.93864903617
7.81318726752,-3.9634363322,-3.55558570558,-3.9390311307
7.81359155295,-3.96350114885,-3.55593690891,-3.93936774518
7.813995675,-3.96387582387,-3.55632850717,-3.93954885281
7.8143996338,-3.96287962345,-3.55341971085,-3.93912372781
7.81480342949,-3.9631878237,-3.55373639434,-3.93950011942
7.81520706219,-3.96358949212,-3.55404496394,-3.93990371616
7.81561053204,-3.96399267627,-3.55444530026,-3.94013145833
7.81601383916,-3.96427008087,-3.55482190252,-3.9405337427
7.81641698369,-3.96467132591,-3.55516362584,-3.94089147046
7.81681996576,-3.96499703094,-3.55556643978,-3.94129014718
7.81722278551,-3.96539984675,-3.55596882806,-3.94151011395
7.81762544305,-3.96580224186,-3.55632447237,-3.9419112198
7.81802793853,-3.9661350309,-3.55670413645,-3.94199654367
7.81843027207,-3.96653727023,-3.55674173701,-3.94221431287
7.8188324438,-3.966290307,-3.55707182424,-3.94261486186
7.81923445386,-3.96669061948,-3.55742059576,-3.94301588284
7.81963630237,-3.96707360133,-3.55782153134,-3.94340619986
7.82003798946,-3.96739276361,-3.55690383051,-3.94097200446
7.82043951526,-3.96763252713,-3.55722718425,-3.94136946962
7.82084087991,-3.96798283501,-3.55761269937,-3.94152818564
7.82124208352,-3.96837880496,-3.55794072027,-3.94190647827
7.82164312624,-3.96690878575,-3.55615531557,-3.9382047058
7.82204400819,-3.9673059757,-3.55577959557,-3.9384499206
7.82244472949,-3.96767979511,-3.55610637997,-3.93883793186
7.82284529028,-3.96762112633,-3.55646964168,-3.93915180868
7.82324569069,-3.967687485,-3.55680095231,-3.93950392183
7.82364593083,-3.96746435669,-3.55717207261,-3.93987606262
7.82404601086,-3.96584489086,-3.5575665802,-3.93998567435
7.82444593088,-3.96611342108,-3.55788882654,-3.94038012032
7.82484569103,-3.96624036877,-3.55828072113,-3.94076759127
7.82524529143,-3.96663912205,-3.55859407871,-3.94116669102
7.82564473222,-3.96693203283,-3.55899203764,-3.94119646455
7.82604401352,-3.96729731978,-3.55932206874,-3.94159316857
7.82644313546,-3.96769504893,-3.55971816298,-3.94191664357
7.82684209816,-3.96803173582,-3.56006683154,-3.94209149385
7.82724090175,-3.9684195793,-3.56044687644,-3.94238036508
7.82763954637,-3.9687655874,-3.56079502901,-3.94274107442
7.82803803213,-3.96916031341,-3.56116377127,-3.94310527808
7.82843635916,-3.9695568004,-3.56128111965,-3.94296867465
7.82883452759,-3.96995438755,-3.56157629901,-3.94202168029
7.82923253754,-3.97021411095,-3.56191829814,-3.94236843104
7.82963038915,-3.97054244842,-3.56229902857,-3.94266076338
7.83002808253,-3.97085724324,-3.56263963938,-3.9426496114
7.83042561782,-3.9712215669,-3.56301353685,-3.94304542994
7.83082299514,-3.97156570053,-3.56333025235,-3.94344230842
7.8312202146,-3.97196288283,-3.56366338809,-3.94369354489
7.83161727635,-3.9723580771,-3.56396633302,-3.94409057163
7.83201418051,-3.97247178494,-3.56428942539,-3.94434872572
7.83241092719,-3.97260017914,-3.56460959928,-3.94471808724
7.83280751652,-3.972694057,-3.56492108691,-3.94509518913
7.83320394864,-3.97309046252,-3.56529141252,-3.94512968632
7.83360022366,-3.97316034082,-3.56561280028,-3.94552512995
7.83399634171,-3.97354106762,-3.56560164784,-3.94572586012
7.83439230291,-3.97393317415,-3.56595052346,-3.94611930373
7.83478810739,-3.97422190713,-3.56627554061,-3.94649198577
7.83518375527,-3.97450152027,-3.56664803881,-3.94685130759
7.83557924667,-3.97489616795,-3.56646257687,-3.94506280454
7.83597458172,-3.97526622039,-3.566803461,-3.94541279265
7.83636976055,-3.97566120404,-3.5668679393,-3.94543929623
7.83676478326,-3.97605622625,-3.5672536909,-3.94566010666
7.83715965,-3.97645109206,-3.56762553372,-3.94602796733
7.83755436088,-3.97681449174,-3.5680104088,-3.94607552922
7.83794891603,-3.97698728963,-3.56837399977,-3.94645970266
7.83834331556,-3.97735818542,-3.56871110215,-3.94685171698
7.8387375596,-3.97741266652,-3.56901751971,-3.94724563786
7.83913164827,-3.97778219208,-3.56939706216,-3.94760605428
7.8395255817,-3.97816344975,-3.5697867436,-3.94798578834
7.83991936001,-3.97855600365,-3.57008698316,-3.94837956663
7.84031298332,-3.9789096763,-3.57038856074,-3.94877314863
7.84070645175,-3.9792841002,-3.57069637348,-3.94916277836
7.84109976542,-3.97948234116,-3.57099877202,-3.9485153366
7.84149292446,-3.97969605855,-3.5713092854,-3.94764660144
7.84188592898,-3.97996991573,-3.57162031639,-3.94803843472
7.84227877912,-3.98032566243,-3.57195853497,-3.94837018688
7.84267147498,-3.98037803103,-3.5722766122,-3.9487605393
7.84306401669,-3.98074822052,-3.5726455504,-3.94909273212
7.84345640438,-3.98036330056,-3.57298396092,-3.94948153123
7.84384863815,-3.9807555342,-3.57333477479,-3.94986040451
7.84424071814,-3.98113294104,-3.5737184976,-3.95021140997
7.84463264446,-3.9814328402,-3.57406974232,-3.95056542604
7.84502441724,-3.98182305131,-3.57443882989,-3.95094627755
7.84541603659,-3.98221400425,-3.57473888421,-3.9513375824
7.84580750264,-3.9825996726,-3.57503940431,-3.95172891536
7.8461988155,-3.98299089141,-3.57538613865,-3.95205837351
7.84658997529,-3.98263846977,-3.57577664407,-3.95242289965
7.84698098214,-3.98128650994,-3.57611472016,-3.95281339831
7.84737183616,-3.98166197687,-3.57643054172,-3.95320088786
7.84776253747,-3.98205204171,-3.57682124241,-3.95358457197
7.8481530862,-3.98230656168,-3.57712161941,-3.95397476881
7.84854348246,-3.98269690807,-3.57744661485,-3.95436466562
7.84893372636,-3.9830837945,-3.57783660463,-3.95472226892
7.84932381804,-3.98347218291,-3.57822277697,-3.95501616667
7.8497137576,-3.98362481026,-3.57848702591,-3.95511854401
7.85010354518,-3.98396408035,-3.57878525231,-3.95550774427
7.85049318087,-3.98435085591,-3.57917040881,-3.95575051802
7.85088266481,-3.98474014406,-3.57952574786,-3.955920488
7.85127199711,-3.98507793015,-3.57987155514,-3.95553802744
7.85166117789,-3.98529501328,-3.58017816062,-3.95592671685
7.85205020727,-3.9855785719,-3.58054309558,-3.95631097119
7.85243908536,-3.98520885463,-3.58086938807,-3.9566864224
7.85282781228,-3.98552169669,-3.58124282084,-3.95683895567
7.85321638816,-3.98589999851,-3.581619336,-3.95717908955
7.8536048131,-3.9857574769,-3.58200370824,-3.95740721618
7.85399308722,-3.984645886,-3.58231478882,-3.95757173711
7.85438121065,-3.98493627329,-3.58269318038,-3.95788040619
7.8547691835,-3.98529453854,-3.58304383466,-3.95797419329
7.85515700588,-3.98567905932,-3.58337712466,-3.95835163187
7.85554467792,-3.98606620867,-3.5836727065,-3.95873930369
7.85593219972,-3.98627951501,-3.58399515654,-3.95909028141
7.85631957141,-3.98666676359,-3.5843811985,-3.95902061254
7.8567067931,-3.98693069946,-3.58423104212,-3.95937371209
7.8570938649,-3.98731733021,-3.58454050393,-3.95972471909
7.85748078694,-3.98768214727,-3.58363485186,-3.96006664261
7.85786755933,-3.98802143026,-3.58190221189,-3.96019624926
7.85825418219,-3.98837782112,-3.58223495657,-3.96052248861
7.85864065562,-3.98876402292,-3.58258874501,-3.96090615622
7.85902697975,-3.98771769211,-3.58296518906,-3.9612831498
7.85941315469,-3.98810375734,-3.58327850047,-3.96165491286
7.85979918056,-3.98837726081,-3.58357525485,-3.96203901395
7.86018505747,-3.98868571317,-3.58386979523,-3.96242486532
7.86057078554,-3.98866643105,-3.58416390003,-3.96281058305
7.86095636488,-3.98905131462,-3.58446837932,-3.96319335152
7.8613417956,-3.98939122504,-3.58470054644,-3.96193206188
7.86172707782,-3.9897725565,-3.5849984555,-3.96231318652
7.86211221166,-3.98987219794,-3.58537647725,-3.96261627655
7.86249719723,-3.99024408808,-3.58573715299,-3.96296090218
7.86288203464,-3.99045505359,-3.58611052964,-3.96332556964
7.86326672401,-3.99081439365,-3.58644411416,-3.96370852722
7.86365126545,-3.99115653761,-3.58682231064,-3.9638038995
7.86403565907,-3.99154069727,-3.58720135858,-3.96409412981
7.86441990499,-3.99192493905,-3.58756761317,-3.96441550897
7.86480400333,-3.99230900943,-3.58780467006,-3.9647987798
7.86518795419,-3.99269294948,-3.58810157167,-3.96518104145
7.86557175768,-3.99306148014,-3.58841525441,-3.96556327008
7.86595541393,-3.99342379988,-3.58762325422,-3.96593978862
7.86633892305,-3.99368300172,-3.58800610507,-3.96586213953
7.86672228514,-3.99380678873,-3.58775178146,-3.96574036525
7.86710550032,-3.994189563,-3.58712745639,-3.962734431
7.8674885687,-3.99352081532,-3.587419733,-3.96311748885
7.8678714904,-3.99304123288,-3.58780080424,-3.96332766733
7.86825426552,-3.99342219577,-3.58752674266,-3.96317152332
7.86863689418,-3.99379028135,-3.58787697306,-3.96350167339
7.8690193765,-3.99391270795,-3.58816864751,-3.9638841399
7.86940171258,-3.99423407339,-3.58850152544,-3.96425687843
7.86978390253,-3.99412097776,-3.58886190762,-3.96463124019
7.87016594647,-3.99450226552,-3.58917137171,-3.9649569678
7.87054784451,-3.99488295904,-3.58955271166,-3.96512114105
7.87092959676,-3.99475395367,-3.58976581728,-3.96541951828
7.87131120332,-3.99512287304,-3.59005782977,-3.96579970126
7.87169266432,-3.99546842903,-3.59034835365,-3.96618116146
7.87207397987,-3.99495412244,-3.59072501279,-3.96588560932
7.87245515006,-3.9953309823,-3.5910595667,-3.96616316585
7.87283617503,-3.99571136925,-3.59143935992,-3.96654074443
7.87321705486,-3.99540131205,-3.5917771015,-3.96691886348
7.87359778969,-3.99577520135,-3.59208632519,-3.96729117131
7.8739783796,-3.9961501046,-3.59208652396,-3.96676416733
7.87435882473,-3.99647967838,-3.59158652814,-3.96687820938
7.87473912517,-3.99674442551,-3.59113970284,-3.96725648696
7.87511928104,-3.99710538085,-3.59151164452,-3.96725497491
7.87549929245,-3.99741187916,-3.59180085467,-3.96763498303
7.8758791595,-3.9977842894,-3.59217193558,-3.9672990725
7.8762588823,-3.99810197608,-3.59247858512,-3.96767637385
7.87663846098,-3.99848034923,-3.59277176024,-3.9680533123
7.87701789562,-3.99885967959,-3.5930745397,-3.96841100839
7.87739718635,-3.99920351647,-3.59338471945,-3.96878733755
7.87777633328,-3.99957240479,-3.59376326012,-3.96853630433
7.8781553365,-3.9999482094,-3.59412068269,-3.96890905286
7.87853419614,-4.00022883436,-3.59431714563,-3.96900831139
7.8789129123,-4.00049573864,-3.59467206254,-3.96900658488
7.87929148508,-4.00018042028,-3.59496779501,-3.96938360264
7.8796699146,-4.00043612431,-3.59520166087,-3.96903750316
7.88004820097,-4.000806528,-3.59550196283,-3.9693815639
7.88042634429,-4.00117569072,-3.59587760382,-3.96973074322
7.88080434467,-4.00155365953,-3.5962098165,-3.96987638041
7.88118220223,-4.00141067797,-3.59650893331,-3.97025383601
7.88155991706,-4.00175778368,-3.5967976589,-3.9706315469
7.88193748927,-4.00213375769,-3.59712323524,-3.97100905652
7.88231491898,-4.00240776557,-3.59746871298,-3.97119951765
7.88269220629,-4.00259405813,-3.59777995673,-3.97154110088
7.88306935131,-4.00286588263,-3.59809152337,-3.97186931981
7.88344635414,-4.00324282143,-3.59844002246,-3.97224368023
7.88382321489,-4.00259588123,-3.59880410456,-3.9726197318
7.88419993368,-4.00296780248,-3.59871494461,-3.97249106679
7.8845765106,-4.00333803679,-3.59905798843,-3.97284414984
7.88495294576,-4.00370139978,-3.5993934597,-3.97310862576
7.88532923927,-4.00405895109,-3.599706864,-3.97344181863
7.88570539124,-4.00431801727,-3.60000409276,-3.97381670557
7.88608140178,-4.00467626216,-3.60029154119,-3.97419051951
7.88645727098,-4.00500588217,-3.60059905186,-3.97456428942
7.88683299896,-4.00538003203,-3.60093670492,-3.97492906764
7.88720858581,-4.00547525751,-3.60094256648,-3.97521154692
7.88758403166,-4.0056474088,-3.60127992156,-3.97355338957
7.8879593366,-4.00596469932,-3.60156569155,-3.97392867704
7.88833450074,-4.00633331471,-3.60187824114,-3.97430197722
7.88870952418,-4.00577113474,-3.60217459912,-3.97467512328
7.88908440704,-4.00614562167,-3.60247829562,-3.97504849728
7.8894591494,-4.00633698498,-3.60284955761,-3.97514412162
7.88983375139,-4.00650362792,-3.60316146013,-3.97549726691
7.89020821311,-4.00687738575,-3.60351026336,-3.97557716046
7.89058253466,-4.00671461963,-3.60385534856,-3.97595007759
7.89095671614,-4.00708875434,-3.60414372568,-3.97632361301
7.89133075766,-4.00744822298,-3.60446933357,-3.9766916985
7.89170465933,-4.00781465924,-3.60452803701,-3.97471708749
7.89207842125,-4.00816512578,-3.60483143883,-3.9750367433
7.89245204352,-4.00853479559,-3.6051929165,-3.9754005546
7.89282552625,-4.00889143659,-3.60547746044,-3.97577401036
7.89319886954,-4.00925945143,-3.60577527169,-3.97612064127
7.8935720735,-4.00963199843,-3.60606010899,-3.97649380426
7.89394513824,-4.00999898838,-3.60636035456,-3.97682940696
7.89431806384,-4.01023363885,-3.60673004826,-3.97669814825
7.89469085043,-4.01035247483,-3.60707790408,-3.97693570478
7.89506349809,-4.01030229839,-3.60736753287,-3.97730835094
7.89543600694,-4.01066005371,-3.60703677809,-3.97534360575
7.89580837708,-4.01095469002,-3.60740343882,-3.97550700311
7.89618060862,-4.01124366172,-3.60777515431,-3.97547690785
7.89655270164,-4.01161406539,-3.60812249456,-3.9757588987
7.89692465627,-4.00930147154,-3.60840666013,-3.97597802616
7.8972964726,-4.00954318727,-3.60876338125,-3.97634559099
7.89766815073,-4.00990918461,-3.60907765607,-3.97671695865
7.89803969076,-4.01024473134,-3.60941081751,-3.97686335552
7.89841109281,-4.01059892777,-3.60969564368,-3.97723450565
7.89878235697,-4.0106699018,-3.60829797525,-3.97592769473
7.89915348334,-4.01102911216,-3.60792338502,-3.97598147252
7.89952447203,-4.01137900439,-3.60821698625,-3.9763436965
7.89989532314,-4.01174101648,-3.60858185524,-3.97659183794
7.90026603677,-4.01209569861,-3.60892516331,-3.97696229054
7.90063661302,-4.01221015673,-3.60908899001,-3.97676448698
7.90100705199,-4.01253693593,-3.60933406573,-3.97636960039
7.90137735379,-4.01272034913,-3.60968721936,-3.97661256869
7.90174751852,-4.01308765664,-3.61000755266,-3.97697600053
7.90211754628,-4.01319711783,-3.60938138789,-3.9773455612
7.90248743716,-4.01351305616,-3.60974180386,-3.97758302297
7.90285719128,-4.01388105628,-3.6099254641,-3.97740007245
7.90322680873,-4.01369392123,-3.61029399509,-3.97752309224
7.90359628961,-4.01387734241,-3.61064569127,-3.97789251346
7.90396563403,-4.01424664197,-3.61099182667,-3.9780869429
7.90433484209,-4.01377788075,-3.61128826397,-3.97842938896
7.90470391387,-4.0141465574,-3.61165672813,-3.97876667384
7.9050728495,-4.01292375042,-3.6119830729,-3.97903692157
7.90544164906,-4.01328660686,-3.61232892679,-3.9794056709
7.90581031266,-4.01364408834,-3.61268294789,-3.97973354942
7.90617884039,-4.01400857587,-3.61297454155,-3.98008028273
7.90654723237,-4.01198703314,-3.61333873331,-3.9802833282
7.90691548868,-4.01234410106,-3.6136981894,-3.98026515372
7.90728360943,-4.01236723105,-3.61405109898,-3.98060900396
7.90765159471,-4.01273435183,-3.61431566473,-3.98019311264
7.90801944463,-4.01306126836,-3.61460199372,-3.98055889643
7.90838715929,-4.0134250951,-3.61490693988,-3.98084264087
7.90875473878,-4.01379156791,-3.61523869169,-3.98120837902
7.90912218321,-4.01408436086,-3.61552379895,-3.98157543828
7.90948949267,-4.01445153528,-3.6158181872,-3.98193870078
7.90985666727,-4.01481115056,-3.61612995541,-3.98216037649
7.9102237071,-4.01514582998,-3.61649687428,-3.9821867477
7.91059061226,-4.01551259645,-3.61684608596,-3.98253372442
7.91095738285,-4.01587856092,-3.61720687123,-3.98243140011
7.91132401896,-4.0162301892,-3.61748855912,-3.98279783422
7.91169052071,-4.01544720404,-3.61783418491,-3.98306409419
7.91205688818,-4.0155699772,-3.61816942228,-3.98328651839
7.91242312147,-4.01589666371,-3.6184773516,-3.98363642952
7.91278922069,-4.01624680561,-3.61882772568,-3.98368618117
7.91315518593,-4.01444996428,-3.61910756963,-3.98404905441
7.91352101728,-4.01480665014,-3.61941878717,-3.98436392938
7.91388671486,-4.01516423105,-3.61978113091,-3.98455087545
7.91425227874,-4.01552703309,-3.62006461254,-3.98491467372
7.91461770904,-4.01583942844,-3.62042773566,-3.98497578661
7.91498300585,-4.01574507997,-3.62078710542,-3.98522552139
7.91534816926,-4.0161071835,-3.62111631819,-3.98552108802
7.91571319938,-4.01643958261,-3.62140807539,-3.98585784267
7.9160780963,-4.01680447559,-3.62149417267,-3.98607727181
7.91644286012,-4.01705281857,-3.62183010384,-3.98638025615
7.91680749094,-4.01741688068,-3.62218951436,-3.98654866604
7.91717198885,-4.01777937936,-3.62253292566,-3.98684530253
7.91753635394,-4.01789422751,-3.62281064039,-3.98720951449
7.91790058633,-4.01770558578,-3.62308753789,-3.9875737331
7.9182646861,-4.01802606702,-3.62338752426,-3.98787711448
7.91862865334,-4.01838785763,-3.6236728325,-3.98823887296
7.91899248817,-4.01875169165,-3.62402592055,-3.98825461602
7.91935619066,-4.01836568437,-3.6243785161,-3.98857712568
7.91971976092,-4.01872748032,-3.62451446323,-3.98854057072
7.92008319905,-4.01895247935,-3.62482724898,-3.98890184065
7.92044650514,-4.01930474995,-3.62511666621,-3.98809200031
7.92080967929,-4.01960159333,-3.62547701671,-3.98784500136
7.92117272159,-4.01996361259,-3.62577215135,-3.98820681364
7.92153563213,-4.02022401882,-3.62606485073,-3.9885685714
7.92189841102,-4.02058677144,-3.62618349901,-3.98698932829
7.92226105835,-4.02090470913,-3.62648629708,-3.98735132546
7.92262357422,-4.02126526845,-3.62629844757,-3.98739387106
